,GO_id,GO_name,GO_kind
2796,GO:0003845,11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity,molecular_function
2797,GO:0003846,2-acylglycerol O-acyltransferase activity,molecular_function
2798,GO:0003847,1-alkyl-2-acetylglycerophosphocholine esterase activity,molecular_function
2799,GO:0003848,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity,molecular_function
2800,GO:0003849,3-deoxy-7-phosphoheptulonate synthase activity,molecular_function
2801,GO:0003850,2-deoxyglucose-6-phosphatase activity,molecular_function
2802,GO:0003851,2-hydroxyacylsphingosine 1-beta-galactosyltransferase activity,molecular_function
2803,GO:0003852,2-isopropylmalate synthase activity,molecular_function
2804,GO:0003853,2-methylacyl-CoA dehydrogenase activity,molecular_function
2805,GO:0003854,3-beta-hydroxy-delta5-steroid dehydrogenase activity,molecular_function
2806,GO:0003855,3-dehydroquinate dehydratase activity,molecular_function
2807,GO:0003856,3-dehydroquinate synthase activity,molecular_function
2808,GO:0003857,3-hydroxyacyl-CoA dehydrogenase activity,molecular_function
2809,GO:0003858,3-hydroxybutyrate dehydrogenase activity,molecular_function
2810,GO:0003859,3-hydroxybutyryl-CoA dehydratase activity,molecular_function
2811,GO:0003860,3-hydroxyisobutyryl-CoA hydrolase activity,molecular_function
2812,GO:0003861,3-isopropylmalate dehydratase activity,molecular_function
2813,GO:0003862,3-isopropylmalate dehydrogenase activity,molecular_function
2814,GO:0003863,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity,molecular_function
2815,GO:0003864,3-methyl-2-oxobutanoate hydroxymethyltransferase activity,molecular_function
2816,GO:0003865,3-oxo-5-alpha-steroid 4-dehydrogenase activity,molecular_function
2817,GO:0003866,3-phosphoshikimate 1-carboxyvinyltransferase activity,molecular_function
2818,GO:0003867,4-aminobutyrate transaminase activity,molecular_function
2819,GO:0003868,4-hydroxyphenylpyruvate dioxygenase activity,molecular_function
2820,GO:0003870,5-aminolevulinate synthase activity,molecular_function
2821,GO:0003871,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity,molecular_function
2822,GO:0003872,6-phosphofructokinase activity,molecular_function
2823,GO:0003873,6-phosphofructo-2-kinase activity,molecular_function
2824,GO:0003874,6-pyruvoyltetrahydropterin synthase activity,molecular_function
2825,GO:0003875,ADP-ribosylarginine hydrolase activity,molecular_function
2826,GO:0003876,AMP deaminase activity,molecular_function
2827,GO:0003877,ATP adenylyltransferase activity,molecular_function
2828,GO:0003878,ATP citrate synthase activity,molecular_function
2829,GO:0003879,ATP phosphoribosyltransferase activity,molecular_function
2830,GO:0003880,protein C-terminal carboxyl O-methyltransferase activity,molecular_function
2831,GO:0003881,CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity,molecular_function
2832,GO:0003882,CDP-diacylglycerol-serine O-phosphatidyltransferase activity,molecular_function
2833,GO:0003883,CTP synthase activity,molecular_function
2834,GO:0003884,D-amino-acid oxidase activity,molecular_function
2835,GO:0003885,"D-arabinono-1,4-lactone oxidase activity",molecular_function
2836,GO:0003886,DNA (cytosine-5-)-methyltransferase activity,molecular_function
2837,GO:0003887,DNA-directed DNA polymerase activity,molecular_function
2838,GO:0003892,obsolete proliferating cell nuclear antigen,molecular_function
2839,GO:0003896,DNA primase activity,molecular_function
2840,GO:0003899,DNA-directed 5'-3' RNA polymerase activity,molecular_function
2841,GO:0003900,obsolete DNA-directed RNA polymerase I activity,molecular_function
2842,GO:0003901,obsolete DNA-directed RNA polymerase II activity,molecular_function
2843,GO:0003902,obsolete DNA-directed RNA polymerase III activity,molecular_function
2844,GO:0003904,deoxyribodipyrimidine photo-lyase activity,molecular_function
2845,GO:0003905,alkylbase DNA N-glycosylase activity,molecular_function
2846,GO:0003906,DNA-(apurinic or apyrimidinic site) endonuclease activity,molecular_function
2847,GO:0003908,methylated-DNA-[protein]-cysteine S-methyltransferase activity,molecular_function
2848,GO:0003909,DNA ligase activity,molecular_function
2849,GO:0003910,DNA ligase (ATP) activity,molecular_function
2850,GO:0003911,DNA ligase (NAD+) activity,molecular_function
2851,GO:0003912,DNA nucleotidylexotransferase activity,molecular_function
2852,GO:0003913,DNA photolyase activity,molecular_function
2853,GO:0003914,DNA (6-4) photolyase activity,molecular_function
2854,GO:0003916,DNA topoisomerase activity,molecular_function
2855,GO:0003917,"DNA topoisomerase type I (single strand cut, ATP-independent) activity",molecular_function
2856,GO:0003918,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity",molecular_function
2857,GO:0003919,FMN adenylyltransferase activity,molecular_function
2858,GO:0003920,GMP reductase activity,molecular_function
2859,GO:0003921,GMP synthase activity,molecular_function
2860,GO:0003922,GMP synthase (glutamine-hydrolyzing) activity,molecular_function
2861,GO:0003923,GPI-anchor transamidase activity,molecular_function
2862,GO:0003924,GTPase activity,molecular_function
2863,GO:0003925,obsolete small monomeric GTPase activity,molecular_function
2864,GO:0003926,obsolete ARF small monomeric GTPase activity,molecular_function
2865,GO:0003927,obsolete heterotrimeric G-protein GTPase activity,molecular_function
2866,GO:0003928,obsolete RAB small monomeric GTPase activity,molecular_function
2867,GO:0003929,obsolete RAN small monomeric GTPase activity,molecular_function
2868,GO:0003930,obsolete RAS small monomeric GTPase activity,molecular_function
2869,GO:0003931,obsolete Rho small monomeric GTPase activity,molecular_function
2870,GO:0003932,obsolete SAR small monomeric GTPase activity,molecular_function
2871,GO:0003933,GTP cyclohydrolase activity,molecular_function
2872,GO:0003934,GTP cyclohydrolase I activity,molecular_function
2873,GO:0003935,GTP cyclohydrolase II activity,molecular_function
2874,GO:0003936,obsolete hydrogen-transporting two-sector ATPase activity,molecular_function
2875,GO:0003937,IMP cyclohydrolase activity,molecular_function
2876,GO:0003938,IMP dehydrogenase activity,molecular_function
2877,GO:0003939,L-iditol 2-dehydrogenase activity,molecular_function
2878,GO:0003940,L-iduronidase activity,molecular_function
2879,GO:0003941,L-serine ammonia-lyase activity,molecular_function
2880,GO:0003942,N-acetyl-gamma-glutamyl-phosphate reductase activity,molecular_function
2881,GO:0003943,N-acetylgalactosamine-4-sulfatase activity,molecular_function
2882,GO:0003944,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase activity,molecular_function
2883,GO:0003945,N-acetyllactosamine synthase activity,molecular_function
2884,GO:0003947,(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity,molecular_function
2885,GO:0003948,N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity,molecular_function
2886,GO:0003949,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity,molecular_function
2887,GO:0003950,NAD+ ADP-ribosyltransferase activity,molecular_function
2888,GO:0003951,NAD+ kinase activity,molecular_function
2889,GO:0003952,NAD+ synthase (glutamine-hydrolyzing) activity,molecular_function
2890,GO:0003953,NAD+ nucleosidase activity,molecular_function
2891,GO:0003954,NADH dehydrogenase activity,molecular_function
2892,GO:0003955,NAD(P)H dehydrogenase (quinone) activity,molecular_function
2893,GO:0003956,NAD(P)+-protein-arginine ADP-ribosyltransferase activity,molecular_function
2894,GO:0003957,NAD(P)+ transhydrogenase (B-specific) activity,molecular_function
2895,GO:0003958,NADPH-hemoprotein reductase activity,molecular_function
2896,GO:0003959,NADPH dehydrogenase activity,molecular_function
2897,GO:0003960,NADPH:quinone reductase activity,molecular_function
2898,GO:0003961,O-acetylhomoserine aminocarboxypropyltransferase activity,molecular_function
2899,GO:0003962,cystathionine gamma-synthase activity,molecular_function
2900,GO:0003963,RNA-3'-phosphate cyclase activity,molecular_function
2901,GO:0003964,RNA-directed DNA polymerase activity,molecular_function
2902,GO:0003966,"obsolete RNA-directed DNA polymerase, transposon encoded",molecular_function
2903,GO:0003967,"obsolete RNA-directed DNA polymerase, group II intron encoded",molecular_function
2904,GO:0003968,RNA-directed 5'-3' RNA polymerase activity,molecular_function
2905,GO:0003969,obsolete RNA editase activity,molecular_function
2906,GO:0003972,RNA ligase (ATP) activity,molecular_function
2907,GO:0003973,(S)-2-hydroxy-acid oxidase activity,molecular_function
2908,GO:0003974,UDP-N-acetylglucosamine 4-epimerase activity,molecular_function
2909,GO:0003975,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity,molecular_function
2910,GO:0003976,UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity,molecular_function
2911,GO:0003977,UDP-N-acetylglucosamine diphosphorylase activity,molecular_function
2912,GO:0003978,UDP-glucose 4-epimerase activity,molecular_function
2913,GO:0003979,UDP-glucose 6-dehydrogenase activity,molecular_function
2914,GO:0003980,UDP-glucose:glycoprotein glucosyltransferase activity,molecular_function
2915,GO:0003983,UTP:glucose-1-phosphate uridylyltransferase activity,molecular_function
2916,GO:0003984,acetolactate synthase activity,molecular_function
2917,GO:0003985,acetyl-CoA C-acetyltransferase activity,molecular_function
2918,GO:0003986,acetyl-CoA hydrolase activity,molecular_function
2919,GO:0003987,acetate-CoA ligase activity,molecular_function
